id	year	cty	hexp_gdp	hexp_ppp
34	1968	"United States"	6.3	283
34	1969	"United States"	6.6	317
34	1970	"United States"	7.1	355
34	1971	"United States"	7.3	390
34	1972	"United States"	7.4	432
34	1973	"United States"	7.4	476
34	1974	"United States"	7.7	535
34	1975	"United States"	8	603
34	1976	"United States"	8.3	685
34	1977	"United States"	8.4	772
34	1978	"United States"	8.4	858
34	1979	"United States"	8.5	963
34	1980	"United States"	9	1101
34	1981	"United States"	9.4	1268
34	1982	"United States"	10.2	1418
34	1983	"United States"	10.3	1550
34	1984	"United States"	10.2	1691
34	1985	"United States"	10.4	1833
34	1986	"United States"	10.6	1948
34	1987	"United States"	10.8	2100
34	1988	"United States"	11.3	2334
34	1989	"United States"	11.7	2575
34	1990	"United States"	12.4	2850
34	1991	"United States"	13.1	3073
34	1992	"United States"	13.4	3285
34	1993	"United States"	13.7	3481
34	1994	"United States"	13.6	3629
34	1995	"United States"	13.7	3788
34	1996	"United States"	13.7	3949
34	1997	"United States"	13.6	4118
34	1998	"United States"	13.6	4303
34	1999	"United States"	13.6	4528
34	2000	"United States"	13.7	4793
34	2001	"United States"	14.3	5146
34	2002	"United States"	15.2	5578
34	2003	"United States"	15.7	5986
34	2004	"United States"	15.7	6336
34	2005	"United States"	15.7	6700
34	2006	"United States"	15.8	7073
34	2007	"United States"	16	7437
34	2008	"United States"	16.4	7720
34	2009	"United States"	17.4	7960
34	2010	"United States"		
